16:54:49.550431 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3424916485:3424916526, ack 1515649543, win 229, options [nop,nop,TS val 676419 ecr 803126], length 41
16:55:51.979478 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15226:15262, ack 7413, win 270, options [nop,nop,TS val 818726 ecr 692026], length 36
16:55:52.116130 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7413:7449, ack 15262, win 358, options [nop,nop,TS val 692061 ecr 818726], length 36
16:55:52.117949 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15262:15298, ack 7449, win 270, options [nop,nop,TS val 818760 ecr 692061], length 36
16:55:52.253418 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7449:7485, ack 15298, win 358, options [nop,nop,TS val 692095 ecr 818760], length 36
16:55:52.254874 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15298:15334, ack 7485, win 270, options [nop,nop,TS val 818794 ecr 692095], length 36
16:55:52.481726 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7485:7521, ack 15334, win 358, options [nop,nop,TS val 692152 ecr 818794], length 36
16:55:52.483423 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15334:15370, ack 7521, win 270, options [nop,nop,TS val 818852 ecr 692152], length 36
16:55:53.608447 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7521:7557, ack 15370, win 358, options [nop,nop,TS val 692434 ecr 818852], length 36
16:55:53.610125 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15370:15406, ack 7557, win 270, options [nop,nop,TS val 819133 ecr 692434], length 36
16:55:53.722252 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7557:7593, ack 15406, win 358, options [nop,nop,TS val 692462 ecr 819133], length 36
16:55:53.723962 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15406:15442, ack 7593, win 270, options [nop,nop,TS val 819162 ecr 692462], length 36
16:55:53.942886 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7593:7629, ack 15442, win 358, options [nop,nop,TS val 692517 ecr 819162], length 36
16:55:53.944357 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15442:15478, ack 7629, win 270, options [nop,nop,TS val 819217 ecr 692517], length 36
16:55:54.481032 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7629:7665, ack 15478, win 358, options [nop,nop,TS val 692652 ecr 819217], length 36
16:55:54.482974 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15478:15522, ack 7665, win 270, options [nop,nop,TS val 819351 ecr 692652], length 44
16:55:54.680647 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7665:7701, ack 15522, win 358, options [nop,nop,TS val 692702 ecr 819351], length 36
16:55:54.682499 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15522:15558, ack 7701, win 270, options [nop,nop,TS val 819401 ecr 692702], length 36
16:55:55.689127 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7701:7737, ack 15558, win 358, options [nop,nop,TS val 692954 ecr 819401], length 36
16:55:55.690992 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15558:15594, ack 7737, win 270, options [nop,nop,TS val 819653 ecr 692954], length 36
16:55:56.027804 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7737:7773, ack 15594, win 358, options [nop,nop,TS val 693039 ecr 819653], length 36
16:55:56.029430 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15594:15630, ack 7773, win 270, options [nop,nop,TS val 819738 ecr 693039], length 36
16:55:56.180627 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7773:7809, ack 15630, win 358, options [nop,nop,TS val 693077 ecr 819738], length 36
16:55:56.182173 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15630:15666, ack 7809, win 270, options [nop,nop,TS val 819776 ecr 693077], length 36
16:55:56.275494 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7809:7845, ack 15666, win 358, options [nop,nop,TS val 693100 ecr 819776], length 36
16:55:56.277307 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15666:15702, ack 7845, win 270, options [nop,nop,TS val 819800 ecr 693100], length 36
16:55:56.556067 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7845:7881, ack 15702, win 358, options [nop,nop,TS val 693171 ecr 819800], length 36
16:55:56.561256 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15702:15738, ack 7881, win 270, options [nop,nop,TS val 819871 ecr 693171], length 36
16:55:56.692135 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15738:15806, ack 7881, win 270, options [nop,nop,TS val 819903 ecr 693172], length 68
16:55:57.616609 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7881:7917, ack 15806, win 358, options [nop,nop,TS val 693436 ecr 819903], length 36
16:55:57.617856 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15806:15842, ack 7917, win 270, options [nop,nop,TS val 820135 ecr 693436], length 36
16:55:57.810660 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7917:7953, ack 15842, win 358, options [nop,nop,TS val 693484 ecr 820135], length 36
16:55:57.811776 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15842:15878, ack 7953, win 270, options [nop,nop,TS val 820183 ecr 693484], length 36
16:55:57.939422 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7953:7989, ack 15878, win 358, options [nop,nop,TS val 693516 ecr 820183], length 36
16:55:57.940874 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15878:15914, ack 7989, win 270, options [nop,nop,TS val 820215 ecr 693516], length 36
16:55:58.012529 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 7989:8025, ack 15914, win 358, options [nop,nop,TS val 693535 ecr 820215], length 36
16:55:58.013689 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15914:15950, ack 8025, win 270, options [nop,nop,TS val 820233 ecr 693535], length 36
16:55:58.188937 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8025:8061, ack 15950, win 358, options [nop,nop,TS val 693579 ecr 820233], length 36
16:55:58.190203 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15950:15986, ack 8061, win 270, options [nop,nop,TS val 820278 ecr 693579], length 36
16:55:58.349451 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 15986:16358, ack 8061, win 270, options [nop,nop,TS val 820317 ecr 693579], length 372
16:55:58.406914 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16358:16418, ack 8061, win 270, options [nop,nop,TS val 820332 ecr 693619], length 60
16:55:59.161336 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8061:8097, ack 16418, win 378, options [nop,nop,TS val 693822 ecr 820332], length 36
16:55:59.165177 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16418:16454, ack 8097, win 270, options [nop,nop,TS val 820521 ecr 693822], length 36
16:55:59.252419 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8097:8133, ack 16454, win 378, options [nop,nop,TS val 693845 ecr 820521], length 36
16:55:59.256128 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16454:16490, ack 8133, win 270, options [nop,nop,TS val 820544 ecr 693845], length 36
16:55:59.356839 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8133:8169, ack 16490, win 378, options [nop,nop,TS val 693871 ecr 820544], length 36
16:55:59.360706 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16490:16526, ack 8169, win 270, options [nop,nop,TS val 820570 ecr 693871], length 36
16:55:59.369894 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16526:16786, ack 8169, win 270, options [nop,nop,TS val 820572 ecr 693872], length 260
16:55:59.369938 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16786:16942, ack 8169, win 270, options [nop,nop,TS val 820572 ecr 693872], length 156
16:55:59.370425 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16942:16978, ack 8169, win 270, options [nop,nop,TS val 820573 ecr 693872], length 36
16:55:59.377759 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 16978:17038, ack 8169, win 270, options [nop,nop,TS val 820574 ecr 693874], length 60
16:57:02.442982 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8169:8205, ack 17038, win 419, options [nop,nop,TS val 709642 ecr 820574], length 36
16:57:02.446901 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17038:17074, ack 8205, win 270, options [nop,nop,TS val 836334 ecr 709642], length 36
16:57:02.626730 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8205:8241, ack 17074, win 419, options [nop,nop,TS val 709688 ecr 836334], length 36
16:57:02.630788 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17074:17110, ack 8241, win 270, options [nop,nop,TS val 836380 ecr 709688], length 36
16:57:02.797097 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8241:8277, ack 17110, win 419, options [nop,nop,TS val 709731 ecr 836380], length 36
16:57:02.802084 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17110:17146, ack 8277, win 270, options [nop,nop,TS val 836422 ecr 709731], length 36
16:57:02.810157 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17146:17294, ack 8277, win 270, options [nop,nop,TS val 836424 ecr 709732], length 148
16:57:02.810295 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17294:17442, ack 8277, win 270, options [nop,nop,TS val 836425 ecr 709732], length 148
16:57:02.810796 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17442:17598, ack 8277, win 270, options [nop,nop,TS val 836425 ecr 709732], length 156
16:57:02.818142 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17598:17658, ack 8277, win 270, options [nop,nop,TS val 836426 ecr 709734], length 60
16:57:06.857816 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8277:8313, ack 17658, win 481, options [nop,nop,TS val 710746 ecr 836426], length 36
16:57:06.861509 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17658:17694, ack 8313, win 270, options [nop,nop,TS val 837437 ecr 710746], length 36
16:57:07.038988 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8313:8349, ack 17694, win 481, options [nop,nop,TS val 710791 ecr 837437], length 36
16:57:07.043206 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17694:17730, ack 8349, win 270, options [nop,nop,TS val 837482 ecr 710791], length 36
16:57:07.072243 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8349:8385, ack 17730, win 481, options [nop,nop,TS val 710800 ecr 837482], length 36
16:57:07.075891 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17730:17766, ack 8385, win 270, options [nop,nop,TS val 837490 ecr 710800], length 36
16:57:07.134964 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8385:8421, ack 17766, win 481, options [nop,nop,TS val 710815 ecr 837490], length 36
16:57:07.138796 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17766:17802, ack 8421, win 270, options [nop,nop,TS val 837506 ecr 710815], length 36
16:57:07.222767 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8421:8457, ack 17802, win 481, options [nop,nop,TS val 710837 ecr 837506], length 36
16:57:07.225744 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17802:17838, ack 8457, win 270, options [nop,nop,TS val 837528 ecr 710837], length 36
16:57:48.472335 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8457:8493, ack 17838, win 481, options [nop,nop,TS val 721150 ecr 837528], length 36
16:57:48.475861 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17838:17874, ack 8493, win 270, options [nop,nop,TS val 847835 ecr 721150], length 36
16:57:48.540032 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8493:8529, ack 17874, win 481, options [nop,nop,TS val 721167 ecr 847835], length 36
16:57:48.543881 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17874:17910, ack 8529, win 270, options [nop,nop,TS val 847852 ecr 721167], length 36
16:57:48.732594 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8529:8565, ack 17910, win 481, options [nop,nop,TS val 721215 ecr 847852], length 36
16:57:48.736213 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17910:17954, ack 8565, win 270, options [nop,nop,TS val 847900 ecr 721215], length 44
16:57:48.740650 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 17954:18014, ack 8565, win 270, options [nop,nop,TS val 847901 ecr 721216], length 60
16:57:49.360888 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8565:8601, ack 18014, win 481, options [nop,nop,TS val 721372 ecr 847901], length 36
16:57:49.364698 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18014:18050, ack 8601, win 270, options [nop,nop,TS val 848057 ecr 721372], length 36
16:57:49.395936 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8601:8637, ack 18050, win 481, options [nop,nop,TS val 721381 ecr 848057], length 36
16:57:49.399373 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18050:18086, ack 8637, win 270, options [nop,nop,TS val 848066 ecr 721381], length 36
16:57:49.532734 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8637:8673, ack 18086, win 481, options [nop,nop,TS val 721415 ecr 848066], length 36
16:57:49.536232 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18086:18122, ack 8673, win 270, options [nop,nop,TS val 848100 ecr 721415], length 36
16:57:49.541134 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18122:18510, ack 8673, win 270, options [nop,nop,TS val 848101 ecr 721416], length 388
16:57:49.546022 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18510:18570, ack 8673, win 270, options [nop,nop,TS val 848103 ecr 721417], length 60
16:57:52.001060 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8673:8709, ack 18570, win 501, options [nop,nop,TS val 722032 ecr 848103], length 36
16:57:52.004089 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18570:18606, ack 8709, win 270, options [nop,nop,TS val 848717 ecr 722032], length 36
16:57:52.147145 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8709:8745, ack 18606, win 501, options [nop,nop,TS val 722068 ecr 848717], length 36
16:57:52.150546 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18606:18642, ack 8745, win 270, options [nop,nop,TS val 848753 ecr 722068], length 36
16:57:52.245773 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8745:8781, ack 18642, win 501, options [nop,nop,TS val 722093 ecr 848753], length 36
16:57:52.249386 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18642:18678, ack 8781, win 270, options [nop,nop,TS val 848778 ecr 722093], length 36
16:57:55.437485 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8781:8817, ack 18678, win 501, options [nop,nop,TS val 722891 ecr 848778], length 36
16:57:55.441472 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18678:18714, ack 8817, win 270, options [nop,nop,TS val 849576 ecr 722891], length 36
16:57:56.452229 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8817:8853, ack 18714, win 501, options [nop,nop,TS val 723145 ecr 849576], length 36
16:57:56.456546 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 18714:18750, ack 8853, win 270, options [nop,nop,TS val 849829 ecr 723145], length 36
16:57:56.630115 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 8853:8889, ack 18750, win 501, options [nop,nop,TS val 723189 ecr 849829], length 36
